20.2.2.1. A 15–74 éves népesség gazdasági aktivitása, megye és régió szerint, negyedévente;;;;;;;;;;
Területi egység neve;Területi egység szintje;Foglalkoztatottak, ezer fõ;Munkanélküliek, ezer fõ;Gazdaságilag aktívak, ezer fõ;Gazdaságilag nem aktívak, ezer fõ;15–74 éves népesség, ezer fõ;Ebbõl: Potenciális munkaerõ-tartalék, ezer fõ;Aktivitási arány, %;Munkanélküliségi ráta, %;Foglalkoztatási ráta, %
Összesen;ország;3 831,9;492,2;4 324,1;3 330,1;7 654,2;792,0;56,5;11,4;50,1
2011. II. negyedév;;;;;;;;;;
Budapest;fõváros, régió;751,0;75,6;826,6;491,1;1 317,7;107,2;62,7;9,1;57,0
Pest;megye, régió;508,6;41,7;550,3;378,1;928,4;67,1;59,3;7,6;54,8
Közép-Magyarország;nagyrégió;1 259,6;117,3;1 376,9;869,2;2 246,1;174,3;61,3;8,5;56,1
Fejér;megye;178,7;18,4;197,1;132,9;330,0;28,0;59,7;9,3;54,2
Komárom-Esztergom;megye;134,7;9,7;144,4;94,4;238,8;17,3;60,5;6,7;56,4
Veszprém;megye;145,0;16,9;161,9;114,6;276,5;22,7;58,6;10,5;52,4
Közép-Dunántúl;régió;458,4;45,0;503,4;341,9;845,3;68,0;59,6;8,9;54,2
Gyõr-Moson-Sopron;megye;191,3;12,6;203,9;141,9;345,8;18,1;59,0;6,2;55,3
Vas;megye;110,5;7,8;118,4;83,1;201,5;11,6;58,8;6,6;54,9
Zala;megye;119,7;11,9;131,6;92,0;223,5;18,1;58,9;9,1;53,5
Nyugat-Dunántúl;régió;421,5;32,3;453,8;317,0;770,8;47,8;58,9;7,1;54,7
Baranya;megye;141,0;18,8;159,8;136,4;296,1;32,3;54,0;11,8;47,6
Somogy;megye;112,9;18,0;130,9;115,2;246,1;30,3;53,2;13,8;45,9
Tolna;megye;89,2;8,9;98,1;83,1;181,2;17,3;54,1;9,1;49,2
Dél-Dunántúl;régió;343,1;45,7;388,8;334,6;723,4;79,9;53,7;11,8;47,4
Dunántúl;nagyrégió;1 223,0;123,0;1 346,0;993,5;2 339,5;195,7;57,5;9,1;52,3
Borsod-Abaúj-Zemplén;megye;228,6;44,5;273,1;252,1;525,2;77,4;52,0;16,3;43,5
Heves;megye;111,1;16,2;127,3;109,6;236,9;27,4;53,7;12,8;46,9
Nógrád;megye;61,8;15,3;77,1;80,6;157,7;26,4;48,9;19,9;39,2
Észak-Magyarország;régió;401,5;76,0;477,5;442,4;919,9;131,2;51,9;15,9;43,6
Hajdú-Bihar;megye;193,5;28,6;222,1;193,5;415,6;48,2;53,4;12,9;46,6
Jász-Nagykun-Szolnok;megye;146,4;17,9;164,3;135,2;299,5;34,9;54,9;10,9;48,9
Szabolcs-Szatmár-Bereg;megye;184,5;39,9;224,4;204,3;428,7;69,7;52,4;17,8;43,0
Észak-Alföld;régió;524,4;86,4;610,8;532,9;1 143,8;152,9;53,4;14,2;45,8
Bács-Kiskun;megye;200,1;22,5;222,6;181,0;403,6;40,5;55,2;10,1;49,6
Békés;megye;130,6;17,9;148,6;131,6;280,2;31,9;53,0;12,1;46,6
Csongrád-Csanád;megye;161,7;15,1;176,8;141,0;317,7;22,3;55,6;8,5;50,9
Dél-Alföld;régió;492,4;55,6;547,9;453,6;1 001,5;94,7;54,7;10,1;49,2
Alföld és Észak;nagyrégió;1 418,2;218,0;1 636,3;1 428,9;3 065,2;378,7;53,4;13,3;46,3
Összesen;ország;3 900,8;458,3;4 359,2;3 291,6;7 650,8;748,7;57,0;10,5;51,0
2011. III. negyedév;;;;;;;;;;
Budapest;fõváros, régió;756,9;77,4;834,3;483,7;1 318,0;108,2;63,3;9,3;57,4
Pest;megye, régió;508,6;42,6;551,3;378,9;930,1;72,1;59,3;7,7;54,7
Közép-Magyarország;nagyrégió;1 265,5;120,0;1 385,6;862,6;2 248,2;180,3;61,6;8,7;56,3
Fejér;megye;176,7;18,8;195,6;134,5;330,1;29,2;59,2;9,6;53,5
Komárom-Esztergom;megye;136,5;10,6;147,1;91,4;238,5;17,8;61,7;7,2;57,2
Veszprém;megye;150,3;16,1;166,4;109,8;276,2;22,3;60,2;9,7;54,4
Közép-Dunántúl;régió;463,6;45,6;509,1;335,7;844,8;69,2;60,3;9,0;54,9
Gyõr-Moson-Sopron;megye;193,6;10,8;204,4;141,7;346,1;15,9;59,1;5,3;55,9
Vas;megye;111,5;8,3;119,8;81,5;201,4;12,1;59,5;6,9;55,4
Zala;megye;121,8;12,3;134,1;89,1;223,3;18,0;60,1;9,2;54,6
Nyugat-Dunántúl;régió;426,9;31,4;458,4;312,3;770,7;46,0;59,5;6,9;55,4
Baranya;megye;136,2;23,3;159,5;136,1;295,6;36,4;54,0;14,6;46,1
Somogy;megye;112,7;15,7;128,4;117,4;245,8;29,3;52,2;12,2;45,8
Tolna;megye;90,2;7,7;97,9;83,1;180,9;14,4;54,1;7,8;49,8
Dél-Dunántúl;régió;339,1;46,7;385,7;336,6;722,3;80,1;53,4;12,1;46,9
Dunántúl;nagyrégió;1 229,6;123,7;1 353,2;984,6;2 337,8;195,3;57,9;9,1;52,6
Borsod-Abaúj-Zemplén;megye;229,8;47,0;276,8;247,5;524,3;82,3;52,8;17,0;43,8
Heves;megye;112,8;16,7;129,5;107,0;236,5;26,8;54,7;12,9;47,7
Nógrád;megye;65,5;12,1;77,6;79,8;157,4;25,0;49,3;15,6;41,6
Észak-Magyarország;régió;408,1;75,8;483,8;434,3;918,1;134,1;52,7;15,7;44,4
Hajdú-Bihar;megye;198,8;28,9;227,6;188,0;415,6;47,5;54,8;12,7;47,8
Jász-Nagykun-Szolnok;megye;148,7;16,7;165,4;133,5;298,9;33,7;55,3;10,1;49,8
Szabolcs-Szatmár-Bereg;megye;190,6;39,1;229,7;198,7;428,5;70,8;53,6;17,0;44,5
Észak-Alföld;régió;538,1;84,7;622,8;520,3;1 143,0;152,1;54,5;13,6;47,1
Bács-Kiskun;megye;204,8;20,8;225,6;177,7;403,3;40,2;55,9;9,2;50,8
Békés;megye;131,3;15,8;147,2;132,4;279,6;30,3;52,6;10,8;47,0
Csongrád-Csanád;megye;164,9;15,5;180,4;137,0;317,4;23,6;56,8;8,6;51,9
Dél-Alföld;régió;501,0;52,1;553,1;447,1;1 000,2;94,1;55,3;9,4;50,1
Alföld és Észak;nagyrégió;1 447,2;212,6;1 659,7;1 401,6;3 061,4;380,2;54,2;12,8;47,3
Összesen;ország;3 942,2;456,3;4 398,5;3 248,8;7 647,3;755,9;57,5;10,4;51,6
2011. IV. negyedév;;;;;;;;;;
Budapest;fõváros, régió;757,7;78,2;835,9;484,7;1 320,6;110,4;63,3;9,4;57,4
Pest;megye, régió;510,8;41,2;552,1;380,4;932,5;69,9;59,2;7,5;54,8
Közép-Magyarország;nagyrégió;1 268,6;119,4;1 388,0;865,2;2 253,2;180,3;61,6;8,6;56,3
Fejér;megye;178,7;19,3;198,0;132,1;330,1;28,6;60,0;9,7;54,1
Komárom-Esztergom;megye;136,8;11,3;148,1;90,1;238,2;17,5;62,2;7,6;57,4
Veszprém;megye;146,1;17,3;163,4;112,4;275,7;23,6;59,2;10,6;53,0
Közép-Dunántúl;régió;461,6;47,9;509,4;334,6;844,0;69,7;60,4;9,4;54,7
Gyõr-Moson-Sopron;megye;192,9;11,3;204,2;142,0;346,2;17,0;59,0;5,6;55,7
Vas;megye;115,9;6,5;122,4;78,8;201,3;11,0;60,8;5,3;57,6
Zala;megye;120,5;11,3;131,9;91,0;222,8;19,3;59,2;8,6;54,1
Nyugat-Dunántúl;régió;429,3;29,2;458,5;311,8;770,3;47,2;59,5;6,4;55,7
Baranya;megye;137,0;23,5;160,5;134,4;294,8;37,8;54,4;14,6;46,5
Somogy;megye;114,8;13,9;128,7;116,7;245,5;27,6;52,5;10,8;46,8
Tolna;megye;85,2;9,9;95,1;85,4;180,5;18,5;52,7;10,5;47,2
Dél-Dunántúl;régió;337,0;47,4;384,3;336,4;720,8;83,9;53,3;12,3;46,8
Dunántúl;nagyrégió;1 227,9;124,4;1 352,3;982,8;2 335,1;200,8;57,9;9,2;52,6
Borsod-Abaúj-Zemplén;megye;227,9;45,9;273,8;249,1;522,9;80,0;52,4;16,8;43,6
Heves;megye;113,5;17,9;131,4;104,4;235,8;28,3;55,7;13,6;48,1
Nógrád;megye;66,9;12,4;79,3;77,7;157,0;24,5;50,5;15,6;42,6
Észak-Magyarország;régió;408,3;76,1;484,5;431,3;915,7;132,8;52,9;15,7;44,6
Hajdú-Bihar;megye;197,6;28,3;225,9;189,6;415,6;47,3;54,4;12,5;47,6
Jász-Nagykun-Szolnok;megye;147,4;16,8;164,2;134,1;298,3;33,4;55,0;10,2;49,4
Szabolcs-Szatmár-Bereg;megye;190,4;35,2;225,6;202,6;428,2;67,9;52,7;15,6;44,5
Észak-Alföld;régió;535,4;80,3;615,7;526,3;1 142,0;148,6;53,9;13,0;46,9
Bács-Kiskun;megye;201,3;21,7;223,1;179,8;402,9;40,3;55,4;9,7;50,0
Békés;megye;133,0;17,6;150,6;128,1;278,8;30,1;54,0;11,7;47,7
Csongrád-Csanád;megye;162,4;15,4;177,8;139,5;317,3;24,1;56,0;8,6;51,2
Dél-Alföld;régió;496,7;54,7;551,4;447,5;998,9;94,6;55,2;9,9;49,7
Alföld és Észak;nagyrégió;1 440,5;211,1;1 651,6;1 405,1;3 056,7;376,0;54,0;12,8;47,1
Összesen;ország;3 936,9;455,0;4 391,9;3 253,1;7 644,9;757,1;57,4;10,4;51,5
2012. I. negyedév;;;;;;;;;;
Budapest;fõváros, régió;761,0;81,0;842,0;482,9;1 325,0;116,5;63,6;9,6;57,4
Pest;megye, régió;515,0;49,7;564,7;369,9;934,6;74,0;60,4;8,8;55,1
Közép-Magyarország;nagyrégió;1 276,0;130,8;1 406,7;852,8;2 259,6;190,4;62,3;9,3;56,5
Fejér;megye;174,5;21,0;195,5;134,4;329,9;30,4;59,3;10,7;52,9
Komárom-Esztergom;megye;132,8;9,7;142,5;95,2;237,7;17,5;59,9;6,8;55,9
Veszprém;megye;141,7;21,6;163,3;111,9;275,2;26,9;59,3;13,2;51,5
Közép-Dunántúl;régió;448,9;52,3;501,2;341,5;842,8;74,8;59,5;10,4;53,3
Gyõr-Moson-Sopron;megye;191,6;12,5;204,1;141,9;346,0;19,4;59,0;6,1;55,4
Vas;megye;114,6;8,4;123,0;78,1;201,1;12,0;61,2;6,8;57,0
Zala;megye;114,4;14,1;128,5;93,9;222,3;22,1;57,8;11,0;51,5
Nyugat-Dunántúl;régió;420,6;35,0;455,6;313,9;769,4;53,4;59,2;7,7;54,7
Baranya;megye;130,4;22,9;153,3;140,5;293,9;40,3;52,2;15,0;44,4
Somogy;megye;110,0;16,8;126,9;118,3;245,2;31,0;51,7;13,3;44,9
Tolna;megye;83,2;10,8;94,0;86,0;180,0;20,6;52,2;11,5;46,2
Dél-Dunántúl;régió;323,6;50,6;374,2;344,9;719,0;91,8;52,0;13,5;45,0
Dunántúl;nagyrégió;1 193,1;137,8;1 331,0;1 000,3;2 331,2;220,0;57,1;10,4;51,2
Borsod-Abaúj-Zemplén;megye;221,8;48,8;270,6;251,1;521,7;84,3;51,9;18,0;42,5
Heves;megye;111,2;18,8;130,1;105,1;235,2;29,2;55,3;14,5;47,3
Nógrád;megye;65,6;14,6;80,2;76,3;156,6;26,3;51,2;18,2;41,9
Észak-Magyarország;régió;398,6;82,2;480,9;432,6;913,5;139,8;52,6;17,1;43,6
Hajdú-Bihar;megye;189,5;31,5;221,0;194,3;415,3;52,1;53,2;14,3;45,6
Jász-Nagykun-Szolnok;megye;142,6;18,7;161,2;136,3;297,6;36,8;54,2;11,6;47,9
Szabolcs-Szatmár-Bereg;megye;185,2;44,8;230,0;198,3;428,2;74,2;53,7;19,5;43,2
Észak-Alföld;régió;517,2;95,0;612,2;528,8;1 141,1;163,1;53,7;15,5;45,3
Bács-Kiskun;megye;198,5;22,9;221,4;181,3;402,7;41,3;55,0;10,3;49,3
Békés;megye;128,3;19,3;147,6;130,4;278,0;29,2;53,1;13,1;46,2
Csongrád-Csanád;megye;158,5;18,0;176,5;140,9;317,4;27,3;55,6;10,2;49,9
Dél-Alföld;régió;485,3;60,2;545,5;452,6;998,1;97,8;54,7;11,0;48,6
Alföld és Észak;nagyrégió;1 401,2;237,4;1 638,6;1 414,0;3 052,6;400,7;53,7;14,5;45,9
Összesen;ország;3 870,3;506,0;4 376,3;3 267,1;7 643,4;811,1;57,3;11,6;50,6
2012. II. negyedév;;;;;;;;;;
Budapest;fõváros, régió;765,4;86,0;851,4;473,7;1 325,1;127,7;64,3;10,1;57,8
Pest;megye, régió;508,8;49,5;558,2;377,2;935,4;81,7;59,7;8,9;54,4
Közép-Magyarország;nagyrégió;1 274,2;135,4;1 409,6;850,8;2 260,5;209,3;62,4;9,6;56,4
Fejér;megye;178,8;20,7;199,4;130,0;329,4;31,2;60,5;10,4;54,3
Komárom-Esztergom;megye;132,7;10,4;143,1;94,2;237,3;18,5;60,3;7,2;55,9
Veszprém;megye;145,8;17,6;163,4;111,4;274,8;22,0;59,5;10,8;53,1
Közép-Dunántúl;régió;457,3;48,7;505,9;335,6;841,6;71,7;60,1;9,6;54,3
Gyõr-Moson-Sopron;megye;198,8;10,2;209,0;137,4;346,5;15,7;60,3;4,9;57,4
Vas;megye;115,7;7,5;123,2;77,7;200,9;10,7;61,3;6,1;57,6
Zala;megye;117,5;14,7;132,3;89,9;222,2;21,0;59,5;11,1;52,9
Nyugat-Dunántúl;régió;432,1;32,4;464,5;305,0;769,5;47,4;60,4;7,0;56,2
Baranya;megye;136,0;23,3;159,3;133,6;292,9;38,4;54,4;14,7;46,4
Somogy;megye;114,0;14,0;128,0;116,9;244,9;29,2;52,3;10,9;46,6
Tolna;megye;87,1;8,4;95,5;84,2;179,7;17,5;53,1;8,8;48,4
Dél-Dunántúl;régió;337,1;45,8;382,8;334,7;717,6;85,1;53,4;12,0;47,0
Dunántúl;nagyrégió;1 226,4;126,9;1 353,3;975,3;2 328,6;204,2;58,1;9,4;52,7
Borsod-Abaúj-Zemplén;megye;227,2;42,4;269,6;251,1;520,6;77,0;51,8;15,7;43,6
Heves;megye;110,9;18,8;129,8;104,9;234,7;30,0;55,3;14,5;47,3
Nógrád;megye;68,1;13,0;81,1;75,1;156,2;24,3;51,9;16,0;43,6
Észak-Magyarország;régió;406,2;74,2;480,4;431,1;911,5;131,4;52,7;15,4;44,6
Hajdú-Bihar;megye;194,9;28,9;223,8;191,1;414,9;49,1;53,9;12,9;47,0
Jász-Nagykun-Szolnok;megye;149,4;16,9;166,3;130,8;297,1;33,9;56,0;10,2;50,3
Szabolcs-Szatmár-Bereg;megye;197,6;36,8;234,4;194,0;428,3;65,9;54,7;15,7;46,1
Észak-Alföld;régió;541,8;82,6;624,5;515,9;1 140,3;148,9;54,8;13,2;47,5
Bács-Kiskun;megye;209,6;19,4;228,9;173,4;402,3;37,0;56,9;8,5;52,1
Békés;megye;132,2;17,5;149,7;127,8;277,5;26,6;53,9;11,7;47,6
Csongrád-Csanád;megye;159,9;16,0;175,8;141,0;316,8;25,7;55,5;9,1;50,5
Dél-Alföld;régió;501,6;52,8;554,4;442,2;996,6;89,3;55,6;9,5;50,3
Alföld és Észak;nagyrégió;1 449,7;209,6;1 659,3;1 389,1;3 048,4;369,6;54,4;12,6;47,6
Összesen;ország;3 950,3;471,9;4 422,2;3 215,2;7 637,5;783,1;57,9;10,7;51,7
2012. III. negyedév;;;;;;;;;;
Budapest;fõváros, régió;789,4;71,5;860,9;465,2;1 326,1;113,6;64,9;8,3;59,5
Pest;megye, régió;512,9;49,6;562,5;373,7;936,2;76,6;60,1;8,8;54,8
Közép-Magyarország;nagyrégió;1 302,3;121,1;1 423,4;838,9;2 262,3;190,2;62,9;8,5;57,6
Fejér;megye;180,2;17,8;198,0;131,1;329,2;28,4;60,2;9,0;54,7
Komárom-Esztergom;megye;132,7;9,0;141,7;95,2;236,9;17,1;59,8;6,4;56,0
Veszprém;megye;147,0;17,8;164,8;109,7;274,5;23,7;60,0;10,8;53,5
Közép-Dunántúl;régió;459,8;44,7;504,5;336,1;840,6;69,2;60,0;8,9;54,7
Gyõr-Moson-Sopron;megye;201,1;9,7;210,9;136,2;347,0;17,8;60,8;4,6;57,9
Vas;megye;115,9;6,7;122,6;78,1;200,7;10,8;61,1;5,5;57,8
Zala;megye;120,6;14,9;135,5;86,5;222,0;20,5;61,1;11,0;54,3
Nyugat-Dunántúl;régió;437,6;31,4;469,0;300,7;769,7;49,0;60,9;6,7;56,9
Baranya;megye;138,1;20,6;158,7;133,6;292,3;38,3;54,3;13,0;47,2
Somogy;megye;118,6;13,2;131,8;112,8;244,6;29,3;53,9;10,0;48,5
Tolna;megye;89,5;9,6;99,1;80,2;179,3;19,5;55,3;9,7;49,9
Dél-Dunántúl;régió;346,2;43,4;389,6;326,6;716,2;87,1;54,4;11,1;48,3
Dunántúl;nagyrégió;1 243,7;119,4;1 363,1;963,4;2 326,5;205,3;58,6;8,8;53,5
Borsod-Abaúj-Zemplén;megye;227,3;43,9;271,2;248,2;519,4;80,5;52,2;16,2;43,8
Heves;megye;112,0;17,6;129,6;104,6;234,3;31,1;55,3;13,6;47,8
Nógrád;megye;68,2;13,3;81,5;74,2;155,7;26,2;52,3;16,3;43,8
Észak-Magyarország;régió;407,5;74,8;482,4;427,0;909,4;137,8;53,0;15,5;44,8
Hajdú-Bihar;megye;198,1;28,6;226,7;188,0;414,7;51,0;54,7;12,6;47,8
Jász-Nagykun-Szolnok;megye;150,8;18,2;169,0;127,4;296,4;33,0;57,0;10,8;50,9
Szabolcs-Szatmár-Bereg;megye;204,7;35,6;240,3;188,1;428,4;62,9;56,1;14,8;47,8
Észak-Alföld;régió;553,6;82,4;636,0;503,6;1 139,5;146,9;55,8;13,0;48,6
Bács-Kiskun;megye;211,7;18,9;230,6;171,4;402,0;37,7;57,4;8,2;52,7
Békés;megye;138,7;17,9;156,6;120,3;276,9;27,6;56,6;11,4;50,1
Csongrád-Csanád;megye;162,2;19,0;181,2;135,2;316,4;27,7;57,3;10,5;51,3
Dél-Alföld;régió;512,6;55,9;568,4;426,8;995,3;93,0;57,1;9,8;51,5
Alföld és Észak;nagyrégió;1 473,7;213,1;1 686,8;1 357,5;3 044,2;377,7;55,4;12,6;48,4
Összesen;ország;4 019,6;453,7;4 473,3;3 159,8;7 633,0;773,2;58,6;10,1;52,7
2012. IV. negyedév;;;;;;;;;;
Budapest;fõváros, régió;787,9;76,6;864,5;463,4;1 327,9;116,3;65,1;8,9;59,3
Pest;megye, régió;515,8;52,9;568,6;368,3;937,0;78,5;60,7;9,3;55,0
Közép-Magyarország;nagyrégió;1 303,7;129,5;1 433,2;831,7;2 264,8;194,7;63,3;9,0;57,6
Fejér;megye;177,5;20,5;198,0;131,0;329,0;30,6;60,2;10,4;53,9
Komárom-Esztergom;megye;132,4;12,1;144,5;92,1;236,6;18,8;61,1;8,4;55,9
Veszprém;megye;150,1;15,4;165,5;108,9;274,4;22,6;60,3;9,3;54,7
Közép-Dunántúl;régió;460,0;48,0;507,9;332,1;840,0;72,0;60,5;9,4;54,8
Gyõr-Moson-Sopron;megye;194,1;11,2;205,3;142,4;347,8;20,7;59,0;5,5;55,8
Vas;megye;114,3;7,2;121,5;79,1;200,7;12,7;60,6;5,9;57,0
Zala;megye;117,2;17,9;135,1;86,4;221,4;23,7;61,0;13,2;52,9
Nyugat-Dunántúl;régió;425,6;36,4;462,0;307,9;769,9;57,1;60,0;7,9;55,3
Baranya;megye;136,3;20,3;156,6;134,9;291,5;38,6;53,7;13,0;46,8
Somogy;megye;118,9;12,0;130,9;113,4;244,3;29,3;53,6;9,1;48,7
Tolna;megye;90,1;7,4;97,5;81,5;179,0;17,6;54,5;7,6;50,3
Dél-Dunántúl;régió;345,3;39,7;385,0;329,8;714,8;85,5;53,9;10,3;48,3
Dunántúl;nagyrégió;1 230,9;124,0;1 354,8;969,9;2 324,7;214,6;58,3;9,2;52,9
Borsod-Abaúj-Zemplén;megye;229,8;40,6;270,4;247,8;518,2;81,2;52,2;15,0;44,3
Heves;megye;109,3;16,9;126,2;107,4;233,6;31,8;54,0;13,4;46,8
Nógrád;megye;66,6;13,4;80,0;75,3;155,4;25,5;51,5;16,8;42,9
Észak-Magyarország;régió;405,7;71,0;476,7;430,6;907,2;138,5;52,5;14,9;44,7
Hajdú-Bihar;megye;196,9;28,0;224,8;189,5;414,3;48,5;54,3;12,4;47,5
Jász-Nagykun-Szolnok;megye;144,7;20,4;165,1;130,7;295,8;35,8;55,8;12,4;48,9
Szabolcs-Szatmár-Bereg;megye;203,3;33,5;236,8;191,7;428,5;64,6;55,3;14,1;47,4
Észak-Alföld;régió;544,9;81,9;626,7;511,9;1 138,6;149,0;55,0;13,1;47,9
Bács-Kiskun;megye;208,5;19,9;228,4;173,2;401,7;40,8;56,9;8,7;51,9
Békés;megye;138,0;16,1;154,1;122,1;276,2;29,2;55,8;10,4;50,0
Csongrád-Csanád;megye;163,1;17,1;180,2;135,7;315,9;26,7;57,0;9,5;51,6
Dél-Alföld;régió;509,6;53,1;562,7;431,1;993,8;96,7;56,6;9,4;51,3
Alföld és Észak;nagyrégió;1 460,2;206,0;1 666,1;1 373,5;3 039,7;384,3;54,8;12,4;48,0
Összesen;ország;3 994,7;459,5;4 454,1;3 175,1;7 629,2;793,6;58,4;10,3;52,4
2013. I. negyedév;;;;;;;;;;
Budapest;fõváros, régió;789,7;70,7;860,4;468,2;1 328,6;111,3;64,8;8,2;59,4
Pest;megye, régió;510,4;56,1;566,6;370,8;937,3;84,5;60,4;9,9;54,5
Közép-Magyarország;nagyrégió;1 300,1;126,9;1 426,9;839,0;2 265,9;195,8;63,0;8,9;57,4
Fejér;megye;177,7;21,4;199,1;129,7;328,8;32,4;60,6;10,7;54,1
Komárom-Esztergom;megye;127,5;14,1;141,6;94,7;236,3;22,2;59,9;9,9;54,0
Veszprém;megye;144,8;16,0;160,7;112,1;272,8;24,0;58,9;9,9;53,1
Közép-Dunántúl;régió;450,0;51,4;501,4;336,4;837,9;78,6;59,8;10,3;53,7
Gyõr-Moson-Sopron;megye;198,8;13,7;212,6;135,5;348,1;21,4;61,1;6,5;57,1
Vas;megye;109,8;10,0;119,8;80,7;200,5;15,9;59,7;8,3;54,8
Zala;megye;113,0;16,4;129,4;91,6;221,0;24,5;58,5;12,7;51,1
Nyugat-Dunántúl;régió;421,7;40,1;461,8;307,9;769,7;61,8;60,0;8,7;54,8
Baranya;megye;134,7;20,2;154,8;135,8;290,6;39,3;53,3;13,0;46,3
Somogy;megye;109,1;14,4;123,5;121,4;244,9;35,7;50,4;11,6;44,6
Tolna;megye;87,9;7,1;95,0;83,7;178,7;20,0;53,2;7,5;49,2
Dél-Dunántúl;régió;331,7;41,7;373,3;340,8;714,2;95,0;52,3;11,2;46,4
Dunántúl;nagyrégió;1 203,3;133,2;1 336,5;985,1;2 321,7;235,4;57,6;10,0;51,8
Borsod-Abaúj-Zemplén;megye;224,6;37,3;261,9;255,1;517,0;84,7;50,7;14,2;43,4
Heves;megye;109,4;16,1;125,5;107,7;233,1;29,7;53,8;12,8;46,9
Nógrád;megye;65,5;14,3;79,8;75,1;155,0;25,9;51,5;17,9;42,3
Észak-Magyarország;régió;399,6;67,6;467,2;437,9;905,1;140,3;51,6;14,5;44,1
Hajdú-Bihar;megye;189,6;32,9;222,5;191,6;414,1;60,2;53,7;14,8;45,8
Jász-Nagykun-Szolnok;megye;135,5;23,1;158,5;136,6;295,1;39,7;53,7;14,5;45,9
Szabolcs-Szatmár-Bereg;megye;189,6;44,3;233,9;194,9;428,7;77,0;54,5;18,9;44,2
Észak-Alföld;régió;514,7;100,2;614,9;523,1;1 137,9;176,9;54,0;16,3;45,2
Bács-Kiskun;megye;203,4;23,4;226,8;174,4;401,1;43,6;56,5;10,3;50,7
Békés;megye;127,8;22,0;149,8;125,8;275,6;35,1;54,4;14,7;46,4
Csongrád-Csanád;megye;157,8;21,4;179,2;136,4;315,5;32,3;56,8;12,0;50,0
Dél-Alföld;régió;488,9;66,8;555,7;436,5;992,2;111,0;56,0;12,0;49,3
Alföld és Észak;nagyrégió;1 403,1;234,7;1 637,8;1 397,5;3 035,3;428,1;54,0;14,3;46,2
Összesen;ország;3 906,6;494,7;4 401,3;3 221,6;7 622,8;859,3;57,7;11,2;51,2
2013. II. negyedév;;;;;;;;;;
Budapest;fõváros, régió;790,6;68,0;858,6;470,7;1 329,3;116,0;64,6;7,9;59,5
Pest;megye, régió;523,3;51,2;574,5;362,5;937,1;78,2;61,3;8,9;55,8
Közép-Magyarország;nagyrégió;1 313,9;119,3;1 433,2;833,2;2 266,4;194,2;63,2;8,3;58,0
Fejér;megye;181,9;19,9;201,8;126,5;328,3;30,3;61,5;9,9;55,4
Komárom-Esztergom;megye;130,8;12,0;142,8;93,0;235,8;20,7;60,6;8,4;55,5
Veszprém;megye;147,3;13,0;160,3;111,8;272,1;21,4;58,9;8,1;54,1
Közép-Dunántúl;régió;460,0;44,9;504,9;331,4;836,3;72,3;60,4;8,9;55,0
Gyõr-Moson-Sopron;megye;199,9;11,7;211,6;136,5;348,1;20,4;60,8;5,5;57,4
Vas;megye;113,5;9,4;123,0;77,3;200,3;14,6;61,4;7,7;56,7
Zala;megye;117,7;13,2;130,9;89,6;220,5;22,8;59,3;10,1;53,4
Nyugat-Dunántúl;régió;431,1;34,3;465,4;303,5;768,9;57,8;60,5;7,4;56,1
Baranya;megye;145,5;14,9;160,4;129,4;289,8;30,7;55,4;9,3;50,2
Somogy;megye;115,0;15,1;130,1;114,2;244,3;32,8;53,3;11,6;47,1
Tolna;megye;92,0;5,2;97,2;81,1;178,2;16,4;54,5;5,4;51,6
Dél-Dunántúl;régió;352,5;35,3;387,8;324,6;712,4;79,9;54,4;9,1;49,5
Dunántúl;nagyrégió;1 243,6;114,5;1 358,1;959,5;2 317,6;210,0;58,6;8,4;53,7
Borsod-Abaúj-Zemplén;megye;236,7;34,3;271,0;244,7;515,7;70,1;52,6;12,7;45,9
Heves;megye;110,0;14,6;124,6;107,8;232,5;29,4;53,6;11,7;47,3
Nógrád;megye;67,0;12,5;79,5;74,9;154,4;23,8;51,5;15,7;43,4
Észak-Magyarország;régió;413,8;61,5;475,2;427,4;902,6;123,3;52,7;12,9;45,8
Hajdú-Bihar;megye;198,9;30,4;229,3;184,4;413,7;54,6;55,4;13,3;48,1
Jász-Nagykun-Szolnok;megye;146,3;16,4;162,7;131,6;294,3;31,2;55,3;10,1;49,7
Szabolcs-Szatmár-Bereg;megye;204,9;37,9;242,9;185,7;428,6;61,5;56,7;15,6;47,8
Észak-Alföld;régió;550,1;84,8;634,9;501,7;1 136,6;147,2;55,9;13,4;48,4
Bács-Kiskun;megye;207,2;21,7;228,9;171,4;400,3;40,3;57,2;9,5;51,8
Békés;megye;138,1;15,2;153,3;121,5;274,8;27,2;55,8;9,9;50,3
Csongrád-Csanád;megye;161,6;22,9;184,5;130,6;315,1;30,3;58,6;12,4;51,3
Dél-Alföld;régió;506,9;59,8;566,7;423,6;990,3;97,8;57,2;10,5;51,2
Alföld és Észak;nagyrégió;1 470,8;206,0;1 676,8;1 352,6;3 029,4;368,3;55,4;12,3;48,6
Összesen;ország;4 028,3;439,8;4 468,1;3 145,3;7 613,4;772,5;58,7;9,8;52,9
2013. III. negyedév;;;;;;;;;;
Budapest;fõváros, régió;783,9;70,8;854,7;474,3;1 328,9;107,7;64,3;8,3;59,0
Pest;megye, régió;529,5;48,8;578,2;359,1;937,3;81,6;61,7;8,4;56,5
Közép-Magyarország;nagyrégió;1 313,4;119,5;1 432,9;833,4;2 266,3;189,2;63,2;8,3;58,0
