20.2.2.1. A 15–74 éves népesség gazdasági aktivitása, megye és régió szerint, negyedévente;;;;;;;;;;
Területi egység neve;Területi egység szintje;Foglalkoztatottak, ezer fõ;Munkanélküliek, ezer fõ;Gazdaságilag aktívak, ezer fõ;Gazdaságilag nem aktívak, ezer fõ;15–74 éves népesség, ezer fõ;Ebbõl: Potenciális munkaerõ-tartalék, ezer fõ;Aktivitási arány, %;Munkanélküliségi ráta, %;Foglalkoztatási ráta, %
Gyõr-Moson-Sopron;megye;218,2;7,3;225,5;125,6;351,1;10,7;64,2;3,2;62,1
Vas;megye;124,5;4,6;129,1;69,4;198,6;8,8;65,0;3,6;62,7
Zala;megye;125,4;4,6;130,0;84,8;214,8;10,6;60,5;3,6;58,4
Nyugat-Dunántúl;régió;468,1;16,5;484,6;279,8;764,4;30,1;63,4;3,4;61,2
Baranya;megye;153,5;13,6;167,1;115,0;282,1;22,9;59,2;8,2;54,4
Somogy;megye;121,1;10,9;132,0;105,5;237,5;22,0;55,6;8,2;51,0
Tolna;megye;93,3;7,1;100,4;72,4;172,8;12,8;58,1;7,1;54,0
Dél-Dunántúl;régió;367,9;31,6;399,5;292,9;692,4;57,8;57,7;7,9;53,1
Dunántúl;nagyrégió;1 340,1;69,5;1 409,5;867,1;2 276,6;125,0;61,9;4,9;58,9
Borsod-Abaúj-Zemplén;megye;265,7;20,1;285,8;214,9;500,6;43,4;57,1;7,0;53,1
Heves;megye;124,7;7,8;132,5;94,3;226,8;17,6;58,4;5,9;55,0
Nógrád;megye;77,4;7,3;84,6;64,9;149,5;12,4;56,6;8,6;51,7
Észak-Magyarország;régió;467,7;35,2;502,9;374,0;876,9;73,4;57,4;7,0;53,3
Hajdú-Bihar;megye;226,7;22,6;249,4;159,0;408,3;36,7;61,1;9,1;55,5
Jász-Nagykun-Szolnok;megye;159,7;13,5;173,3;113,0;286,2;23,8;60,5;7,8;55,8
Szabolcs-Szatmár-Bereg;megye;226,7;32,0;258,7;172,0;430,7;50,7;60,1;12,4;52,6
Észak-Alföld;régió;613,2;68,2;681,3;443,9;1 125,2;111,3;60,6;10,0;54,5
Bács-Kiskun;megye;226,1;17,5;243,5;149,5;393,1;29,0;62,0;7,2;57,5
Békés;megye;142,2;11,3;153,4;112,9;266,3;19,2;57,6;7,3;53,4
Csongrád-Csanád;megye;179,2;11,9;191,1;119,5;310,6;17,4;61,5;6,2;57,7
Dél-Alföld;régió;547,4;40,6;588,1;381,9;970,0;65,6;60,6;6,9;56,4
Alföld és Észak;nagyrégió;1 628,3;144,0;1 772,3;1 199,8;2 972,1;250,3;59,6;8,1;54,8
Összesen;ország;4 390,2;280,6;4 670,8;2 857,2;7 527,9;490,0;62,0;6,0;58,3
2016. I. negyedév;;;;;;;;;;
Budapest;fõváros, régió;854,1;44,5;898,6;432,6;1 331,2;73,1;67,5;5,0;64,2
Pest;megye, régió;575,7;22,9;598,6;345,8;944,4;37,9;63,4;3,8;61,0
Közép-Magyarország;nagyrégió;1 429,8;67,4;1 497,2;778,4;2 275,5;111,0;65,8;4,5;62,8
Fejér;megye;199,4;4,5;203,9;119,6;323,5;13,1;63,0;2,2;61,6
Komárom-Esztergom;megye;138,1;9,6;147,7;83,1;230,8;14,7;64,0;6,5;59,9
Veszprém;megye;160,7;5,8;166,5;98,2;264,7;9,3;62,9;3,5;60,7
Közép-Dunántúl;régió;498,2;19,9;518,1;300,8;818,9;37,0;63,3;3,8;60,8
Gyõr-Moson-Sopron;megye;222,0;5,1;227,1;124,1;351,3;11,5;64,7;2,2;63,2
Vas;megye;124,3;3,5;127,8;70,6;198,4;7,2;64,4;2,7;62,6
Zala;megye;120,0;6,2;126,2;88,0;214,3;11,0;58,9;4,9;56,0
Nyugat-Dunántúl;régió;466,4;14,8;481,2;282,8;764,0;29,6;63,0;3,1;61,0
Baranya;megye;155,0;13,4;168,4;112,9;281,3;21,6;59,9;8,0;55,1
Somogy;megye;123,6;8,3;132,0;105,0;237,0;19,7;55,7;6,3;52,2
Tolna;megye;92,4;4,3;96,7;75,6;172,3;10,2;56,1;4,5;53,6
Dél-Dunántúl;régió;371,1;26,1;397,1;293,5;690,6;51,5;57,5;6,6;53,7
Dunántúl;nagyrégió;1 335,6;60,8;1 396,4;877,1;2 273,5;118,0;61,4;4,4;58,7
Borsod-Abaúj-Zemplén;megye;265,8;20,9;286,7;212,5;499,2;50,3;57,4;7,3;53,2
Heves;megye;126,5;6,5;133,0;93,4;226,5;15,4;58,7;4,9;55,9
Nógrád;megye;76,8;6,6;83,3;65,8;149,1;11,4;55,9;7,9;51,5
Észak-Magyarország;régió;469,1;34,0;503,1;371,8;874,9;77,1;57,5;6,8;53,6
Hajdú-Bihar;megye;223,7;23,8;247,5;159,9;407,4;40,9;60,8;9,6;54,9
Jász-Nagykun-Szolnok;megye;158,3;13,0;171,3;114,2;285,5;23,9;60,0;7,6;55,4
Szabolcs-Szatmár-Bereg;megye;222,9;34,3;257,2;173,7;430,9;53,0;59,7;13,3;51,7
Észak-Alföld;régió;604,9;71,0;676,0;447,8;1 123,8;117,8;60,2;10,5;53,8
Bács-Kiskun;megye;224,8;18,3;243,1;149,5;392,6;28,3;61,9;7,5;57,3
Békés;megye;142,2;11,5;153,7;111,8;265,4;19,9;57,9;7,5;53,6
Csongrád-Csanád;megye;184,1;9,6;193,6;116,3;309,9;16,8;62,5;4,9;59,4
Dél-Alföld;régió;551,0;39,3;590,4;377,6;967,9;65,0;61,0;6,7;56,9
Alföld és Észak;nagyrégió;1 625,1;144,4;1 769,4;1 197,1;2 966,5;259,9;59,6;8,2;54,8
Összesen;ország;4 390,5;272,6;4 663,0;2 852,5;7 515,6;489,0;62,0;5,8;58,4
2016. II. negyedév;;;;;;;;;;
Budapest;fõváros, régió;866,9;39,1;906,0;422,8;1 328,8;63,1;68,2;4,3;65,2
Pest;megye, régió;581,4;17,1;598,6;347,8;946,4;33,2;63,3;2,9;61,4
Közép-Magyarország;nagyrégió;1 448,3;56,3;1 504,6;770,6;2 275,2;96,3;66,1;3,7;63,7
Fejér;megye;198,0;5,8;203,8;120,1;323,9;13,0;62,9;2,8;61,1
Komárom-Esztergom;megye;141,6;3,9;145,5;85,0;230,5;7,6;63,1;2,7;61,5
Veszprém;megye;163,8;5,0;168,8;95,2;264,0;8,3;63,9;3,0;62,0
Közép-Dunántúl;régió;503,4;14,7;518,1;300,3;818,4;28,8;63,3;2,8;61,5
Gyõr-Moson-Sopron;megye;223,6;5,0;228,6;123,1;351,6;10,1;65,0;2,2;63,6
Vas;megye;120,8;3,7;124,5;73,8;198,2;7,4;62,8;2,9;60,9
Zala;megye;125,5;4,3;129,8;83,8;213,7;8,8;60,8;3,3;58,7
Nyugat-Dunántúl;régió;469,9;12,9;482,9;280,7;763,6;26,2;63,2;2,7;61,5
Baranya;megye;161,4;12,0;173,4;107,3;280,7;19,1;61,8;6,9;57,5
Somogy;megye;127,0;7,5;134,6;101,9;236,4;17,7;56,9;5,6;53,7
Tolna;megye;93,0;3,9;96,9;75,0;171,9;8,5;56,4;4,1;54,1
Dél-Dunántúl;régió;381,4;23,4;404,9;284,2;689,0;45,3;58,8;5,8;55,4
Dunántúl;nagyrégió;1 354,8;51,1;1 405,9;865,1;2 271,0;100,4;61,9;3,6;59,7
Borsod-Abaúj-Zemplén;megye;273,9;16,9;290,8;207,0;497,9;36,5;58,4;5,8;55,0
Heves;megye;128,0;5,9;133,9;92,2;226,1;12,4;59,2;4,4;56,6
Nógrád;megye;78,9;6,6;85,5;63,2;148,8;11,7;57,5;7,7;53,1
Észak-Magyarország;régió;480,8;29,5;510,3;362,5;872,8;60,6;58,5;5,8;55,1
Hajdú-Bihar;megye;231,1;20,4;251,5;155,4;406,8;35,8;61,8;8,1;56,8
Jász-Nagykun-Szolnok;megye;161,6;12,5;174,1;110,5;284,7;20,3;61,2;7,2;56,8
Szabolcs-Szatmár-Bereg;megye;232,2;32,4;264,6;166,6;431,2;48,2;61,4;12,3;53,8
Észak-Alföld;régió;624,8;65,4;690,2;432,5;1 122,7;104,2;61,5;9,5;55,7
Bács-Kiskun;megye;233,8;13,8;247,6;144,5;392,1;23,1;63,2;5,6;59,6
Békés;megye;149,8;9,8;159,6;104,9;264,5;17,7;60,3;6,1;56,6
Csongrád-Csanád;megye;184,0;8,3;192,3;117,1;309,5;13,9;62,1;4,3;59,5
Dél-Alföld;régió;567,7;31,9;599,6;366,5;966,1;54,7;62,1;5,3;58,8
Alföld és Észak;nagyrégió;1 673,3;126,7;1 800,0;1 161,6;2 961,6;219,5;60,8;7,0;56,5
Összesen;ország;4 476,4;234,1;4 710,5;2 797,3;7 507,8;416,2;62,7;5,0;59,6
2016. III. negyedév;;;;;;;;;;
Budapest;fõváros, régió;881,9;36,9;918,8;410,7;1 329,5;59,4;69,1;4,0;66,3
Pest;megye, régió;587,8;17,1;604,8;344,0;948,9;32,7;63,7;2,8;61,9
Közép-Magyarország;nagyrégió;1 469,7;53,9;1 523,6;754,7;2 278,4;92,2;66,9;3,5;64,5
Fejér;megye;202,3;5,9;208,2;116,6;324,7;11,8;64,1;2,8;62,3
Komárom-Esztergom;megye;139,8;4,2;144,0;86,3;230,3;8,1;62,5;2,9;60,7
Veszprém;megye;164,5;4,4;169,0;94,4;263,3;7,7;64,2;2,6;62,5
Közép-Dunántúl;régió;506,7;14,5;521,1;297,2;818,3;27,6;63,7;2,8;61,9
Gyõr-Moson-Sopron;megye;225,7;4,9;230,6;121,6;352,2;10,4;65,5;2,1;64,1
Vas;megye;124,9;3,3;128,1;70,2;198,3;6,2;64,6;2,6;63,0
Zala;megye;129,4;4,3;133,7;79,7;213,4;6,8;62,7;3,2;60,6
Nyugat-Dunántúl;régió;480,0;12,5;492,5;271,4;763,9;23,5;64,5;2,5;62,8
Baranya;megye;159,9;12,9;172,8;107,6;280,4;18,9;61,6;7,5;57,0
Somogy;megye;129,5;6,2;135,7;100,3;236,0;14,7;57,5;4,6;54,9
Tolna;megye;93,1;4,8;97,9;73,6;171,5;9,2;57,1;4,9;54,3
Dél-Dunántúl;régió;382,5;23,9;406,3;281,6;687,9;42,8;59,1;5,9;55,6
Dunántúl;nagyrégió;1 369,1;50,8;1 420,0;850,1;2 270,1;93,8;62,6;3,6;60,3
Borsod-Abaúj-Zemplén;megye;271,9;19,1;290,9;205,6;496,6;37,6;58,6;6,5;54,8
Heves;megye;129,6;4,1;133,7;92,2;225,8;10,8;59,2;3,1;57,4
Nógrád;megye;78,1;7,2;85,3;63,1;148,4;12,6;57,5;8,5;52,6
Észak-Magyarország;régió;479,5;30,4;509,9;360,9;870,8;61,0;58,6;6,0;55,1
Hajdú-Bihar;megye;231,5;19,0;250,5;156,5;407,0;32,0;61,5;7,6;56,9
Jász-Nagykun-Szolnok;megye;165,4;10,6;176,0;108,1;284,1;16,6;62,0;6,0;58,2
Szabolcs-Szatmár-Bereg;megye;238,1;29,7;267,7;164,2;431,9;45,7;62,0;11,1;55,1
Észak-Alföld;régió;635,0;59,2;694,2;428,8;1 123,0;94,3;61,8;8,5;56,5
Bács-Kiskun;megye;231,5;13,9;245,3;146,4;391,8;24,8;62,6;5,7;59,1
Békés;megye;148,5;10,6;159,1;104,6;263,7;19,1;60,3;6,7;56,3
Csongrád-Csanád;megye;187,8;7,4;195,2;114,2;309,4;12,4;63,1;3,8;60,7
Dél-Alföld;régió;567,8;31,9;599,6;365,3;964,9;56,3;62,1;5,3;58,8
Alföld és Észak;nagyrégió;1 682,3;121,5;1 803,7;1 155,0;2 958,7;211,6;61,0;6,7;56,9
Összesen;ország;4 521,1;226,2;4 747,3;2 759,8;7 507,1;397,6;63,2;4,8;60,2
2016. IV. negyedév;;;;;;;;;;
Budapest;fõváros, régió;878,5;31,5;909,9;418,2;1 328,1;53,4;68,5;3,5;66,1
Pest;megye, régió;593,6;14,2;607,9;343,5;951,3;31,1;63,9;2,3;62,4
Közép-Magyarország;nagyrégió;1 472,1;45,7;1 517,8;761,7;2 279,5;84,6;66,6;3,0;64,6
Fejér;megye;203,6;5,4;209,0;115,9;324,8;10,8;64,3;2,6;62,7
Komárom-Esztergom;megye;141,7;3,4;145,1;84,9;230,0;7,3;63,1;2,4;61,6
Veszprém;megye;164,5;2,9;167,4;95,5;262,9;5,7;63,7;1,7;62,6
Közép-Dunántúl;régió;509,7;11,7;521,4;296,3;817,7;23,8;63,8;2,2;62,3
Gyõr-Moson-Sopron;megye;223,5;3,0;226,5;126,1;352,6;6,1;64,2;1,3;63,4
Vas;megye;124,9;2,4;127,3;70,9;198,2;6,2;64,2;1,9;63,0
Zala;megye;129,9;4,6;134,5;78,3;212,8;7,4;63,2;3,4;61,0
Nyugat-Dunántúl;régió;478,3;10,0;488,3;275,3;763,7;19,7;63,9;2,0;62,6
Baranya;megye;158,1;12,4;170,5;109,1;279,6;21,7;61,0;7,3;56,6
Somogy;megye;130,3;6,5;136,8;98,5;235,3;14,1;58,1;4,8;55,4
Tolna;megye;95,1;4,7;99,8;71,2;171,0;8,4;58,4;4,7;55,6
Dél-Dunántúl;régió;383,6;23,6;407,2;278,8;686,0;44,2;59,4;5,8;55,9
Dunántúl;nagyrégió;1 371,6;45,3;1 416,9;850,4;2 267,3;87,7;62,5;3,2;60,5
Borsod-Abaúj-Zemplén;megye;273,9;18,6;292,5;202,4;494,9;38,0;59,1;6,4;55,4
Heves;megye;128,8;5,9;134,7;90,5;225,3;11,4;59,8;4,4;57,2
Nógrád;megye;78,6;7,5;86,1;61,9;148,1;11,6;58,2;8,7;53,1
Észak-Magyarország;régió;481,4;32,0;513,4;354,9;868,3;61,0;59,1;6,2;55,4
Hajdú-Bihar;megye;232,2;21,6;253,7;152,5;406,3;32,5;62,5;8,5;57,1
Jász-Nagykun-Szolnok;megye;166,0;9,3;175,3;108,0;283,4;18,6;61,9;5,3;58,6
Szabolcs-Szatmár-Bereg;megye;243,8;24,1;268,0;164,3;432,3;38,3;62,0;9,0;56,4
Észak-Alföld;régió;642,1;55,0;697,0;424,9;1 121,9;89,5;62,1;7,9;57,2
Bács-Kiskun;megye;232,0;13,3;245,3;145,8;391,0;25,2;62,7;5,4;59,3
Békés;megye;153,1;5,7;158,8;103,9;262,7;12,0;60,4;3,6;58,3
Csongrád-Csanád;megye;188,7;8,0;196,7;112,2;309,0;13,1;63,7;4,1;61,1
Dél-Alföld;régió;573,8;27,0;600,8;361,9;962,7;50,2;62,4;4,5;59,6
Alföld és Észak;nagyrégió;1 697,2;114,0;1 811,2;1 141,7;2 952,9;200,7;61,3;6,3;57,5
Összesen;ország;4 540,9;205,0;4 745,9;2 753,8;7 499,6;373,0;63,3;4,3;60,5
2017. I. negyedév;;;;;;;;;;
Budapest;fõváros, régió;867,4;27,1;894,5;430,2;1 324,6;53,2;67,5;3,0;65,5
Pest;megye, régió;591,2;16,4;607,6;345,3;952,9;31,5;63,8;2,7;62,0
Közép-Magyarország;nagyrégió;1 458,5;43,5;1 502,1;775,5;2 277,5;84,6;66,0;2,9;64,0
Fejér;megye;202,5;5,3;207,8;116,1;323,9;11,7;64,2;2,5;62,5
Komárom-Esztergom;megye;144,7;2,3;147,0;82,6;229,6;6,6;64,0;1,6;63,0
Veszprém;megye;165,6;1,8;167,4;95,0;262,4;3,6;63,8;1,1;63,1
Közép-Dunántúl;régió;512,7;9,5;522,2;293,7;815,9;21,9;64,0;1,8;62,8
Gyõr-Moson-Sopron;megye;227,9;1,7;229,6;122,9;352,5;4,8;65,1;0,8;64,6
Vas;megye;124,0;2,6;126,6;71,2;197,8;7,1;64,0;2,1;62,7
Zala;megye;125,6;6,6;132,3;79,9;212,2;9,0;62,3;5,0;59,2
Nyugat-Dunántúl;régió;477,5;11,0;488,4;274,0;762,5;20,9;64,1;2,2;62,6
Baranya;megye;154,7;12,3;167,0;112,1;279,0;22,1;59,8;7,3;55,5
Somogy;megye;127,1;8,8;136,0;98,6;234,6;19,7;58,0;6,5;54,2
Tolna;megye;94,8;3,8;98,5;72,0;170,6;9,3;57,8;3,8;55,6
Dél-Dunántúl;régió;376,7;24,9;401,5;282,7;684,2;51,2;58,7;6,2;55,1
Dunántúl;nagyrégió;1 366,9;45,3;1 412,2;850,4;2 262,6;94,0;62,4;3,2;60,4
Borsod-Abaúj-Zemplén;megye;270,5;18,5;289,0;204,3;493,3;41,5;58,6;6,4;54,8
Heves;megye;128,4;5,5;133,8;90,7;224,5;12,4;59,6;4,1;57,2
Nógrád;megye;76,4;10,0;86,4;61,3;147,7;16,3;58,5;11,5;51,7
Észak-Magyarország;régió;475,3;33,9;509,2;356,3;865,5;70,2;58,8;6,7;54,9
Hajdú-Bihar;megye;227,5;20,2;247,7;157,5;405,3;33,5;61,1;8,2;56,1
Jász-Nagykun-Szolnok;megye;160,7;12,7;173,3;109,6;282,9;23,3;61,3;7,3;56,8
Szabolcs-Szatmár-Bereg;megye;242,1;24,2;266,3;165,1;431,5;40,5;61,7;9,1;56,1
Észak-Alföld;régió;630,2;57,2;687,4;432,3;1 119,7;97,2;61,4;8,3;56,3
Bács-Kiskun;megye;231,1;12,0;243,1;146,5;389,6;22,7;62,4;4,9;59,3
Békés;megye;149,3;6,8;156,1;105,5;261,6;12,8;59,7;4,4;57,1
Csongrád-Csanád;megye;186,7;7,9;194,5;113,0;307,5;13,2;63,3;4,0;60,7
Dél-Alföld;régió;567,1;26,7;593,7;365,0;958,7;48,7;61,9;4,5;59,1
Alföld és Észak;nagyrégió;1 672,6;117,8;1 790,3;1 153,6;2 943,9;216,1;60,8;6,6;56,8
Összesen;ország;4 498,0;206,6;4 704,6;2 779,4;7 484,0;394,7;62,9;4,4;60,1
2017. II. negyedév;;;;;;;;;;
Budapest;fõváros, régió;870,4;27,3;897,7;423,9;1 321,6;50,3;67,9;3,0;65,9
Pest;megye, régió;590,2;16,4;606,6;347,1;953,8;32,1;63,6;2,7;61,9
Közép-Magyarország;nagyrégió;1 460,6;43,7;1 504,3;771,0;2 275,3;82,4;66,1;2,9;64,2
Fejér;megye;205,7;5,2;210,9;110,8;321,7;10,0;65,5;2,5;63,9
Komárom-Esztergom;megye;146,5;3,1;149,6;79,5;229,2;6,5;65,3;2,1;63,9
Veszprém;megye;167,4;2,9;170,2;91,6;261,8;4,1;65,0;1,7;63,9
Közép-Dunántúl;régió;519,5;11,2;530,7;282,0;812,7;20,6;65,3;2,1;63,9
Gyõr-Moson-Sopron;megye;229,5;3,6;233,1;119,1;352,2;8,0;66,2;1,6;65,2
Vas;megye;123,3;2,6;125,9;71,3;197,2;6,6;63,8;2,1;62,5
Zala;megye;130,8;5,4;136,2;75,3;211,5;8,6;64,4;4,0;61,8
Nyugat-Dunántúl;régió;483,5;11,6;495,2;265,8;760,9;23,2;65,1;2,4;63,5
Baranya;megye;159,8;12,8;172,6;105,7;278,4;21,4;62,0;7,4;57,4
Somogy;megye;125,5;9,1;134,6;99,2;233,8;18,1;57,6;6,7;53,7
Tolna;megye;91,8;3,2;95,1;74,9;170,0;11,0;55,9;3,4;54,0
Dél-Dunántúl;régió;377,1;25,2;402,3;279,8;682,1;50,5;59,0;6,3;55,3
Dunántúl;nagyrégió;1 380,2;48,0;1 428,2;827,6;2 255,8;94,4;63,3;3,4;61,2
Borsod-Abaúj-Zemplén;megye;275,3;15,8;291,2;200,4;491,5;39,0;59,2;5,4;56,0
Heves;megye;127,5;5,0;132,5;91,3;223,8;10,0;59,2;3,8;57,0
Nógrád;megye;83,0;6,0;88,9;58,2;147,1;11,4;60,4;6,7;56,4
Észak-Magyarország;régió;485,8;26,8;512,6;349,9;862,5;60,4;59,4;5,2;56,3
Hajdú-Bihar;megye;234,6;15,3;249,9;154,3;404,2;28,5;61,8;6,1;58,1
Jász-Nagykun-Szolnok;megye;161,2;11,9;173,1;109,0;282,1;21,5;61,4;6,9;57,1
Szabolcs-Szatmár-Bereg;megye;247,3;23,4;270,6;160,0;430,6;35,4;62,8;8,6;57,4
Észak-Alföld;régió;643,1;50,5;693,6;423,3;1 116,9;85,4;62,1;7,3;57,6
Bács-Kiskun;megye;235,3;10,8;246,1;142,0;388,1;19,4;63,4;4,4;60,6
Békés;megye;147,6;9,3;156,9;103,6;260,5;14,7;60,2;5,9;56,7
Csongrád-Csanád;megye;188,4;7,2;195,6;110,4;306,0;11,6;63,9;3,7;61,6
Dél-Alföld;régió;571,3;27,2;598,5;356,0;954,6;45,8;62,7;4,6;59,8
Alföld és Észak;nagyrégió;1 700,2;104,6;1 804,7;1 129,2;2 934,0;191,5;61,5;5,8;57,9
Összesen;ország;4 541,0;196,2;4 737,2;2 727,8;7 465,0;368,3;63,5;4,1;60,8
2017. III. negyedév;;;;;;;;;;
Budapest;fõváros, régió;880,8;26,1;907,0;411,0;1 317,9;49,3;68,8;2,9;66,8
Pest;megye, régió;599,3;15,4;614,7;340,3;955,0;30,6;64,4;2,5;62,8
Közép-Magyarország;nagyrégió;1 480,1;41,6;1 521,7;751,2;2 272,9;79,9;66,9;2,7;65,1
Fejér;megye;202,7;7,2;209,9;110,7;320,6;11,7;65,5;3,4;63,2
Komárom-Esztergom;megye;147,9;2,3;150,2;78,7;228,9;5,7;65,6;1,5;64,6
Veszprém;megye;169,3;2,3;171,6;89,6;261,2;4,5;65,7;1,4;64,8
Közép-Dunántúl;régió;519,9;11,8;531,7;279,0;810,7;21,8;65,6;2,2;64,1
Gyõr-Moson-Sopron;megye;230,7;3,5;234,2;118,1;352,3;7,7;66,5;1,5;65,5
Vas;megye;124,7;1,7;126,4;70,6;197,0;3,3;64,2;1,3;63,3
Zala;megye;131,8;5,3;137,1;74,0;211,1;8,6;64,9;3,8;62,4
Nyugat-Dunántúl;régió;487,2;10,4;497,7;262,7;760,4;19,7;65,5;2,1;64,1
Baranya;megye;160,8;13,3;174,1;103,6;277,7;19,8;62,7;7,6;57,9
Somogy;megye;123,4;9,8;133,2;100,0;233,3;19,0;57,1;7,4;52,9
Tolna;megye;95,5;2,4;97,9;71,6;169,5;7,4;57,8;2,4;56,4
Dél-Dunántúl;régió;379,7;25,5;405,2;275,2;680,5;46,2;59,6;6,3;55,8
Dunántúl;nagyrégió;1 386,8;47,8;1 434,6;816,9;2 251,6;87,8;63,7;3,3;61,6
Borsod-Abaúj-Zemplén;megye;276,6;15,2;291,8;198,2;490,0;36,4;59,6;5,2;56,5
Heves;megye;126,6;7,0;133,6;89,8;223,4;12,2;59,8;5,2;56,7
Nógrád;megye;84,7;6,5;91,2;55,5;146,7;11,6;62,2;7,1;57,8
Észak-Magyarország;régió;488,0;28,6;516,6;343,5;860,1;60,2;60,1;5,5;56,7
Hajdú-Bihar;megye;235,7;16,3;252,0;151,5;403,5;26,5;62,4;6,5;58,4
Jász-Nagykun-Szolnok;megye;160,6;11,7;172,3;109,2;281,5;18,2;61,2;6,8;57,1
Szabolcs-Szatmár-Bereg;megye;252,8;21,1;273,9;156,6;430,5;36,0;63,6;7,7;58,7
Észak-Alföld;régió;649,1;49,1;698,1;417,4;1 115,5;80,7;62,6;7,0;58,2
Bács-Kiskun;megye;235,6;9,2;244,8;142,5;387,3;14,7;63,2;3,8;60,8
Békés;megye;151,9;7,3;159,2;100,4;259,6;12,4;61,3;4,6;58,5
Csongrád-Csanád;megye;183,7;4,6;188,4;116,8;305,1;10,5;61,7;2,5;60,2
Dél-Alföld;régió;571,2;21,1;592,3;359,6;952,0;37,6;62,2;3,6;60,0
Alföld és Észak;nagyrégió;1 708,2;98,8;1 807,1;1 120,5;2 927,6;178,5;61,7;5,5;58,3
Összesen;ország;4 575,2;188,2;4 763,4;2 688,7;7 452,1;346,1;63,9;4,0;61,4
2017. IV. negyedév;;;;;;;;;;
Budapest;fõváros, régió;875,6;18,4;894,0;421,7;1 315,7;36,2;67,9;2,1;66,5
Pest;megye, régió;610,8;13,4;624,2;333,3;957,5;24,0;65,2;2,1;63,8
Közép-Magyarország;nagyrégió;1 486,4;31,8;1 518,2;755,0;2 273,2;60,2;66,8;2,1;65,4
Fejér;megye;200,1;6,3;206,4;113,7;320,1;11,5;64,5;3,1;62,5
Komárom-Esztergom;megye;144,6;3,7;148,4;80,4;228,8;8,6;64,8;2,5;63,2
Veszprém;megye;168,4;2,8;171,2;89,6;260,8;3,9;65,7;1,6;64,6
Közép-Dunántúl;régió;513,1;12,8;526,0;283,7;809,7;24,0;65,0;2,4;63,4
Gyõr-Moson-Sopron;megye;233,7;5,7;239,5;113,2;352,7;9,5;67,9;2,4;66,3
Vas;megye;127,5;2,3;129,8;67,0;196,8;4,7;65,9;1,8;64,8
Zala;megye;129,7;5,6;135,3;75,1;210,4;9,8;64,3;4,1;61,6
Nyugat-Dunántúl;régió;490,9;13,6;504,5;255,4;759,9;23,9;66,4;2,7;64,6
Baranya;megye;161,5;11,7;173,2;103,9;277,1;18,2;62,5;6,8;58,3
Somogy;megye;117,5;10,6;128,1;104,5;232,6;21,7;55,1;8,3;50,5
Tolna;megye;97,5;2,2;99,7;69,1;168,8;4,9;59,1;2,2;57,8
Dél-Dunántúl;régió;376,5;24,5;401,0;277,6;678,6;44,8;59,1;6,1;55,5
Dunántúl;nagyrégió;1 380,5;50,9;1 431,5;816,7;2 248,1;92,7;63,7;3,6;61,4
Borsod-Abaúj-Zemplén;megye;275,2;15,9;291,1;196,9;488,0;35,1;59,7;5,5;56,4
Heves;megye;126,4;5,1;131,5;91,5;222,9;12,3;59,0;3,9;56,7
Nógrád;megye;85,6;7,2;92,8;53,5;146,3;11,2;63,4;7,8;58,5
Észak-Magyarország;régió;487,2;28,2;515,3;341,8;857,1;58,6;60,1;5,5;56,8
Hajdú-Bihar;megye;239,0;12,3;251,3;151,3;402,6;22,4;62,4;4,9;59,4
Jász-Nagykun-Szolnok;megye;164,3;9,3;173,5;107,1;280,7;17,2;61,8;5,4;58,5
Szabolcs-Szatmár-Bereg;megye;250,7;22,0;272,7;157,0;429,7;34,4;63,5;8,1;58,3
Észak-Alföld;régió;654,0;43,6;697,5;415,5;1 113,0;74,0;62,7;6,2;58,8
Bács-Kiskun;megye;236,0;6,8;242,8;143,4;386,2;13,3;62,9;2,8;61,1
Békés;megye;151,5;7,6;159,1;99,3;258,4;12,5;61,6;4,8;58,6
Csongrád-Csanád;megye;183,8;6,2;190,1;114,1;304,2;9,0;62,5;3,3;60,4
Dél-Alföld;régió;571,3;20,7;592,0;356,8;948,8;34,8;62,4;3,5;60,2
Alföld és Észak;nagyrégió;1 712,4;92,4;1 804,9;1 114,1;2 919,0;167,4;61,8;5,1;58,7
Összesen;ország;4 579,3;175,2;4 754,5;2 685,7;7 440,3;320,3;63,9;3,7;61,5
2018. I. negyedév;;;;;;;;;;
Budapest;fõváros, régió;858,5;29,9;888,4;428,0;1 316,4;48,9;67,5;3,4;65,2
Pest;megye, régió;619,5;11,4;631,0;329,2;960,2;20,8;65,7;1,8;64,5
Közép-Magyarország;nagyrégió;1 478,1;41,3;1 519,4;757,2;2 276,6;69,7;66,7;2,7;64,9
Fejér;megye;202,7;4,7;207,4;112,8;320,2;10,0;64,8;2,3;63,3
Komárom-Esztergom;megye;146,9;2,6;149,5;79,3;228,8;8,6;65,3;1,7;64,2
Veszprém;megye;163,8;4,2;168,1;92,6;260,7;6,1;64,5;2,5;62,8
Közép-Dunántúl;régió;513,5;11,5;525,0;284,7;809,7;24,8;64,8;2,2;63,4
Gyõr-Moson-Sopron;megye;238,2;3,2;241,4;112,2;353,6;6,8;68,3;1,3;67,4
Vas;megye;129,3;1,6;130,9;66,0;196,9;4,7;66,5;1,2;65,7
Zala;megye;132,7;3,9;136,6;73,2;209,8;6,3;65,1;2,9;63,2
Nyugat-Dunántúl;régió;500,3;8,7;509,0;251,3;760,3;17,9;66,9;1,7;65,8
Baranya;megye;159,4;13,7;173,1;103,4;276,5;19,0;62,6;7,9;57,7
