20.2.2.2. A 15–64 éves népesség gazdasági aktivitása, megye és régió szerint, negyedévente;;;;;;;;;;
Területi egység neve;Területi egység szintje;Foglalkoztatottak, ezer fõ;Munkanélküliek, ezer fõ;Gazdaságilag aktívak, ezer fõ;Gazdaságilag nem aktívak, ezer fõ;15–64 éves népesség, ezer fõ;Ebbõl: Potenciális munkaerõ-tartalék, ezer fõ;Aktivitási arány, %;Munkanélküliségi ráta, %;Foglalkoztatási ráta, %
Szabolcs-Szatmár-Bereg;megye;189,6;39,1;228,7;157,8;386,5;70,7;59,2;17,1;49,1
Észak-Alföld;régió;534,9;84,7;619,6;397,9;1 017,5;151,4;60,9;13,7;52,6
Bács-Kiskun;megye;203,8;20,7;224,5;128,3;352,7;40,0;63,6;9,2;57,8
Békés;megye;130,1;15,8;145,9;97,4;243,4;29,9;60,0;10,8;53,5
Csongrád-Csanád;megye;164,0;15,5;179,5;97,4;276,9;23,1;64,8;8,6;59,2
Dél-Alföld;régió;497,9;52,0;549,9;323,1;873,0;93,0;63,0;9,5;57,0
Alföld és Észak;nagyrégió;1 438,2;212,5;1 650,7;1 043,5;2 694,3;378,2;61,3;12,9;53,4
Összesen;ország;3 905,3;456,1;4 361,4;2 354,5;6 716,0;751,9;64,9;10,5;58,1
2011. IV. negyedév;;;;;;;;;;
Budapest;fõváros, régió;742,7;77,7;820,4;323,4;1 143,8;108,8;71,7;9,5;64,9
Pest;megye, régió;507,7;41,2;548,9;277,9;826,9;69,8;66,4;7,5;61,4
Közép-Magyarország;nagyrégió;1 250,3;119,0;1 369,3;601,4;1 970,7;178,6;69,5;8,7;63,4
Fejér;megye;177,4;19,3;196,7;95,7;292,4;28,4;67,3;9,8;60,7
Komárom-Esztergom;megye;136,3;11,3;147,6;62,0;209,6;17,5;70,4;7,7;65,0
Veszprém;megye;144,7;17,3;162,0;79,6;241,6;23,6;67,0;10,7;59,9
Közép-Dunántúl;régió;458,4;47,9;506,3;237,3;743,6;69,6;68,1;9,5;61,6
Gyõr-Moson-Sopron;megye;191,7;11,3;203,0;102,9;305,9;16,8;66,4;5,6;62,7
Vas;megye;114,1;6,5;120,6;56,2;176,8;10,8;68,2;5,4;64,5
Zala;megye;119,5;11,3;130,8;64,2;195,0;19,3;67,1;8,7;61,3
Nyugat-Dunántúl;régió;425,2;29,2;454,4;223,3;677,7;46,8;67,1;6,4;62,7
Baranya;megye;135,5;23,5;159,0;99,3;258,3;37,6;61,6;14,8;52,5
Somogy;megye;114,2;13,9;128,2;86,0;214,2;27,4;59,8;10,9;53,3
Tolna;megye;84,9;9,9;94,8;63,7;158,5;18,5;59,8;10,5;53,5
Dél-Dunántúl;régió;334,6;47,4;382,0;249,0;630,9;83,4;60,5;12,4;53,0
Dunántúl;nagyrégió;1 218,2;124,4;1 342,6;709,5;2 052,2;199,8;65,4;9,3;59,4
Borsod-Abaúj-Zemplén;megye;226,5;45,9;272,4;188,0;460,5;79,7;59,2;16,8;49,2
Heves;megye;112,6;17,9;130,5;74,5;205,0;28,3;63,6;13,7;54,9
Nógrád;megye;66,6;12,4;79,0;57,2;136,2;24,5;58,0;15,7;48,9
Észak-Magyarország;régió;405,7;76,1;481,9;319,8;801,7;132,5;60,1;15,8;50,6
Hajdú-Bihar;megye;196,2;28,3;224,5;144,9;369,4;47,3;60,8;12,6;53,1
Jász-Nagykun-Szolnok;megye;146,4;16,8;163,2;97,6;260,9;33,3;62,6;10,3;56,1
Szabolcs-Szatmár-Bereg;megye;189,7;35,2;224,9;161,4;386,3;67,9;58,2;15,6;49,1
Észak-Alföld;régió;532,3;80,3;612,6;403,9;1 016,6;148,4;60,3;13,1;52,4
Bács-Kiskun;megye;199,9;21,7;221,6;130,7;352,3;40,3;62,9;9,8;56,7
Békés;megye;132,0;17,6;149,7;93,0;242,6;29,9;61,7;11,8;54,4
Csongrád-Csanád;megye;161,6;15,3;176,9;99,7;276,6;23,7;64,0;8,6;58,4
Dél-Alföld;régió;493,5;54,7;548,2;323,3;871,5;93,8;62,9;10,0;56,6
Alföld és Észak;nagyrégió;1 431,6;211,1;1 642,7;1 047,1;2 689,8;374,7;61,1;12,9;53,2
Összesen;ország;3 900,2;454,5;4 354,6;2 358,0;6 712,7;753,1;64,9;10,4;58,1
2012. I. negyedév;;;;;;;;;;
Budapest;fõváros, régió;748,1;80,1;828,1;319,8;1 147,9;114,6;72,1;9,7;65,2
Pest;megye, régió;511,5;49,7;561,3;267,2;828,4;73,7;67,8;8,9;61,7
Közép-Magyarország;nagyrégió;1 259,6;129,8;1 389,4;586,9;1 976,3;188,3;70,3;9,3;63,7
Fejér;megye;173,3;21,0;194,3;97,8;292,1;30,4;66,5;10,8;59,3
Komárom-Esztergom;megye;131,9;9,7;141,6;67,6;209,1;17,5;67,7;6,8;63,1
Veszprém;megye;140,1;21,6;161,7;79,2;240,9;26,9;67,1;13,4;58,1
Közép-Dunántúl;régió;445,3;52,3;497,6;244,5;742,1;74,8;67,1;10,5;60,0
Gyõr-Moson-Sopron;megye;190,3;12,5;202,8;102,8;305,6;19,1;66,4;6,1;62,3
Vas;megye;112,9;8,4;121,3;55,2;176,5;11,8;68,7;6,9;63,9
Zala;megye;113,2;14,1;127,3;66,9;194,2;21,9;65,5;11,1;58,3
Nyugat-Dunántúl;régió;416,4;35,0;451,3;224,9;676,3;52,8;66,7;7,7;61,6
Baranya;megye;129,1;22,9;152,0;105,3;257,3;40,1;59,1;15,1;50,2
Somogy;megye;109,7;16,8;126,6;86,9;213,5;31,0;59,3;13,3;51,4
Tolna;megye;83,0;10,8;93,8;64,2;158,0;20,6;59,3;11,5;52,5
Dél-Dunántúl;régió;321,8;50,6;372,4;256,5;628,9;91,6;59,2;13,6;51,2
Dunántúl;nagyrégió;1 183,5;137,8;1 321,3;725,9;2 047,2;219,3;64,5;10,4;57,8
Borsod-Abaúj-Zemplén;megye;220,3;48,8;269,1;190,4;459,5;83,7;58,6;18,1;48,0
Heves;megye;110,0;18,8;128,9;75,5;204,4;29,2;63,1;14,6;53,8
Nógrád;megye;65,6;14,6;80,2;55,7;135,8;26,1;59,0;18,2;48,3
Észak-Magyarország;régió;395,9;82,2;478,1;321,5;799,7;139,0;59,8;17,2;49,5
Hajdú-Bihar;megye;188,2;31,5;219,7;149,3;369,1;52,1;59,5;14,3;51,0
Jász-Nagykun-Szolnok;megye;141,8;18,7;160,4;99,7;260,1;36,6;61,7;11,6;54,5
Szabolcs-Szatmár-Bereg;megye;184,1;44,8;229,0;157,4;386,3;74,1;59,3;19,6;47,7
Észak-Alföld;régió;514,1;95,0;609,1;406,4;1 015,5;162,9;60,0;15,6;50,6
Bács-Kiskun;megye;197,3;22,9;220,2;131,9;352,1;41,2;62,5;10,4;56,0
Békés;megye;127,1;19,3;146,5;95,4;241,8;29,1;60,6;13,2;52,6
Csongrád-Csanád;megye;158,0;18,0;176,0;100,5;276,5;27,1;63,7;10,2;57,2
Dél-Alföld;régió;482,4;60,2;542,6;327,8;870,4;97,4;62,3;11,1;55,4
Alföld és Észak;nagyrégió;1 392,5;237,4;1 629,9;1 055,7;2 685,5;399,3;60,7;14,6;51,9
Összesen;ország;3 835,6;505,0;4 340,6;2 368,5;6 709,1;806,8;64,7;11,6;57,2
2012. II. negyedév;;;;;;;;;;
Budapest;fõváros, régió;752,7;84,6;837,3;309,5;1 146,8;124,8;73,0;10,1;65,6
Pest;megye, régió;505,0;49,5;554,5;273,8;828,3;80,8;66,9;8,9;61,0
Közép-Magyarország;nagyrégió;1 257,7;134,1;1 391,8;583,3;1 975,0;205,6;70,5;9,6;63,7
Fejér;megye;177,7;20,7;198,4;93,0;291,4;31,1;68,1;10,4;61,0
Komárom-Esztergom;megye;131,6;10,4;142,0;66,6;208,6;18,4;68,1;7,3;63,1
Veszprém;megye;144,2;17,6;161,9;78,5;240,4;22,0;67,3;10,9;60,0
Közép-Dunántúl;régió;453,6;48,7;502,3;238,1;740,4;71,6;67,8;9,7;61,3
Gyõr-Moson-Sopron;megye;197,4;10,2;207,7;98,1;305,7;15,7;67,9;4,9;64,6
Vas;megye;114,3;7,5;121,8;54,4;176,2;10,5;69,1;6,1;64,9
Zala;megye;116,5;14,7;131,2;62,6;193,8;20,7;67,7;11,2;60,1
Nyugat-Dunántúl;régió;428,3;32,4;460,6;215,1;675,8;46,9;68,2;7,0;63,4
Baranya;megye;134,4;23,3;157,8;98,6;256,3;38,4;61,5;14,8;52,4
Somogy;megye;113,1;14,0;127,1;86,0;213,1;29,2;59,6;11,0;53,1
Tolna;megye;86,6;8,4;95,0;62,6;157,6;17,5;60,3;8,9;54,9
Dél-Dunántúl;régió;334,1;45,8;379,9;247,2;627,1;85,0;60,6;12,1;53,3
Dunántúl;nagyrégió;1 216,0;126,8;1 342,8;700,5;2 043,2;203,5;65,7;9,4;59,5
Borsod-Abaúj-Zemplén;megye;225,4;42,4;267,8;190,7;458,4;76,6;58,4;15,8;49,2
Heves;megye;109,8;18,8;128,6;75,2;203,8;30,0;63,1;14,6;53,9
Nógrád;megye;68,0;13,0;80,9;54,5;135,4;24,3;59,8;16,0;50,2
Észak-Magyarország;régió;403,1;74,2;477,3;320,4;797,7;130,8;59,8;15,5;50,5
Hajdú-Bihar;megye;193,6;28,9;222,6;146,0;368,6;49,0;60,4;13,0;52,5
Jász-Nagykun-Szolnok;megye;148,6;16,9;165,5;94,1;259,6;33,8;63,7;10,2;57,2
Szabolcs-Szatmár-Bereg;megye;197,0;36,8;233,8;152,4;386,2;65,7;60,5;15,7;51,0
Észak-Alföld;régió;539,2;82,6;621,8;392,5;1 014,3;148,5;61,3;13,3;53,2
Bács-Kiskun;megye;208,0;19,4;227,3;124,1;351,5;36,9;64,7;8,5;59,2
Békés;megye;131,3;17,5;148,8;92,4;241,2;26,5;61,7;11,7;54,4
Csongrád-Csanád;megye;159,6;16,0;175,5;100,2;275,7;25,3;63,7;9,1;57,9
Dél-Alföld;régió;498,9;52,8;551,7;316,7;868,4;88,7;63,5;9,6;57,4
Alföld és Észak;nagyrégió;1 441,2;209,6;1 650,8;1 029,7;2 680,5;368,0;61,6;12,7;53,8
Összesen;ország;3 914,8;470,5;4 385,4;2 313,4;6 698,7;777,2;65,5;10,7;58,4
2012. III. negyedév;;;;;;;;;;
Budapest;fõváros, régió;776,9;70,6;847,6;298,9;1 146,5;112,0;73,9;8,3;67,8
Pest;megye, régió;509,3;49,6;559,0;269,1;828,1;76,0;67,5;8,9;61,5
Közép-Magyarország;nagyrégió;1 286,3;120,2;1 406,5;568,0;1 974,5;188,0;71,2;8,5;65,1
Fejér;megye;179,3;17,8;197,1;93,7;290,9;28,3;67,8;9,1;61,6
Komárom-Esztergom;megye;131,9;9,0;141,0;67,1;208,1;17,1;67,7;6,4;63,4
Veszprém;megye;145,7;17,8;163,5;76,4;239,9;23,7;68,1;10,9;60,7
Közép-Dunántúl;régió;456,9;44,7;501,6;237,3;738,8;69,1;67,9;8,9;61,8
Gyõr-Moson-Sopron;megye;200,0;9,7;209,7;96,3;306,0;17,8;68,5;4,6;65,3
Vas;megye;115,2;6,7;121,9;54,0;175,9;10,6;69,3;5,5;65,5
Zala;megye;119,4;14,9;134,3;59,2;193,5;20,2;69,4;11,1;61,7
Nyugat-Dunántúl;régió;434,6;31,3;465,9;209,5;675,4;48,6;69,0;6,7;64,3
Baranya;megye;136,7;20,6;157,3;98,3;255,5;38,2;61,5;13,1;53,5
Somogy;megye;118,0;13,2;131,1;81,6;212,8;29,3;61,6;10,0;55,5
Tolna;megye;89,0;9,6;98,6;58,4;157,1;19,5;62,8;9,8;56,7
Dél-Dunántúl;régió;343,7;43,4;387,1;238,3;625,4;87,0;61,9;11,2;55,0
Dunántúl;nagyrégió;1 235,1;119,4;1 354,5;685,1;2 039,6;204,7;66,4;8,8;60,6
Borsod-Abaúj-Zemplén;megye;225,7;43,9;269,7;187,6;457,2;80,2;59,0;16,3;49,4
Heves;megye;111,0;17,5;128,5;74,8;203,3;30,7;63,2;13,7;54,6
Nógrád;megye;68,1;13,3;81,4;53,6;134,9;26,2;60,3;16,3;50,4
Észak-Magyarország;régió;404,8;74,8;479,5;316,0;795,5;137,2;60,3;15,6;50,9
Hajdú-Bihar;megye;196,6;28,6;225,2;142,9;368,1;51,0;61,2;12,7;53,4
