"13.2.1.16. Az ipar belföldi értékesítésének volumenindexei alágak szerint, a 2015. év havi átlaga = 100,0%; szezonálisan és munkanappal kiigazítva, havonta";;;;;;;;;;;;;;;;;;
Év;Idõszak Kód;Bányászat, kõfejtés B;Élelmiszer, ital, dohány-termék gyártása CA;Textília, ruházat, bõr, és bõrtermék gyártása CB;Fafeldolgozás, papírtermék gyártása, nyomdai tevékenység CC;Kokszgyártás, kõolaj-feldolgozás CD;Vegyi anyag, termék gyártása CE;Gyógyszer-gyártás CF;Gumi-, mûanyag és nemfém ásványi termék gyártása CG;Fémalapanyag és fémfeldolgozási termék gyártása CH;Számítógép, elektronikai, optikai termék gyártása CI;Villamos berendezés gyártása CJ;Gép, gépi berendezés gyártása CK;Jármûgyártás CL;"Egyéb feldolgozóipar; ipari gép, berendezés üzembe helyezése, javítása CM";Feldolgozóipar C;"Villamosenergia-, 
gáz-, gõzellátás, légkondicionálás D";Ipar víz- és hulladék-gazdálkodás nélkül B+C+D
;augusztus;165,5;118,3;117,8;127,3;118,5;95,9;103,0;156,2;142,1;162,8;152,5;145,7;115,7;135,1;127,5;113,9;122,3
;szeptember;160,1;122,6;100,5;120,0;124,3;61,6;104,4;151,1;144,9;215,3;155,7;142,9;107,3;133,6;124,1;113,8;120,3
;október;161,6;120,1;103,7;121,5;126,8;94,3;99,2;152,3;152,4;175,7;137,3;157,7;107,9;141,3;128,7;116,0;125,1
;november;171,7;123,9;103,2;118,6;122,2;93,3;119,2;157,1;149,2;144,6;133,3;140,7;115,1;140,4;128,8;110,6;121,6
;december;154,7;117,3;104,7;113,0;122,7;93,3;116,8;153,4;145,6;196,6;145,0;153,6;100,9;128,2;126,3;114,7;122,3
2022.;január;183,9;123,6;93,1;127,2;124,9;92,1;100,7;161,5;151,5;186,4;152,1;179,3;117,4;144,5;131,3;105,2;120,0
;február;192,7;124,4;104,7;121,2;126,0;84,9;93,3;157,4;156,5;229,7;149,3;177,8;129,8;140,6;132,4;108,3;122,7
;március;183,5;124,6;106,8;127,4;140,9;99,0;102,3;155,7;154,7;169,6;171,6;170,7;113,1;154,9;136,9;123,9;131,8
;április;158,2;122,9;97,1;127,4;125,9;89,4;105,7;160,1;151,1;171,9;181,2;181,7;117,4;139,9;131,0;137,9;133,0
;május;174,7;120,8;105,6;127,3;115,6;90,7;100,4;159,6;144,1;215,6;190,7;187,8;119,1;140,0;128,1;127,6;127,5
;június;174,8;125,3;97,0;124,1;124,7;86,7;103,6;150,8;146,5;222,6;171,7;180,5;125,4;142,1;130,5;131,2;130,4
;július;179,0;116,9;86,5;121,8;116,8;83,2;100,2;142,2;136,6;207,6;182,6;177,1;128,0;129,5;124,7;131,3;128,1
;augusztus;196,4;119,9;84,9;120,8;111,6;69,6;102,0;139,3;140,1;210,5;184,0;191,6;125,6;132,9;123,0;125,7;126,7
;szeptember;160,6;118,2;99,1;116,3;100,1;70,3;108,8;139,2;145,1;174,3;191,8;223,9;129,9;134,6;121,4;128,4;126,7
;október;160,4;117,9;84,4;113,1;103,3;57,6;117,1;136,1;141,0;169,7;204,3;197,5;125,9;129,3;117,7;117,7;120,1
;november;;;;;;;;;;;;;;;;;
;december;;;;;;;;;;;;;;;;;
