"13.2.1.15. Az ipar belföldi értékesítésének volumenindexei alágak szerint, a 2015. év havi átlaga = 100,0%; eredeti, havonta";;;;;;;;;;;;;;;;;;
Év;Idõszak Kód;Bányászat, kõfejtés B;Élelmiszer, ital, dohány-termék gyártása CA;Textília, ruházat, bõr, és bõrtermék gyártása CB;Fafeldolgozás, papírtermék gyártása, nyomdai tevékenység CC;Kokszgyártás, kõolaj-feldolgozás CD;Vegyi anyag, termék gyártása CE;Gyógyszer-gyártás CF;Gumi-, mûanyag és nemfém ásványi termék gyártása CG;Fémalapanyag és fémfeldolgozási termék gyártása CH;Számítógép, elektronikai, optikai termék gyártása CI;Villamos berendezés gyártása CJ;Gép, gépi berendezés gyártása CK;Jármûgyártás CL;"Egyéb feldolgozóipar; ipari gép, berendezés üzembe helyezése, javítása CM";Feldolgozóipar C;"Villamosenergia-, 
gáz-, gõzellátás, légkondicionálás D";Ipar víz- és hulladék-gazdálkodás nélkül B+C+D
;február;190,5;96,0;102,2;115,5;91,4;83,2;94,6;133,7;128,2;135,2;135,2;135,9;141,4;119,4;111,1;117,3;114,7
;március;225,0;110,9;103,6;125,1;102,3;97,7;90,4;155,9;135,6;138,3;138,5;144,0;157,3;117,0;123,5;105,0;118,1
;április;258,9;113,5;121,6;123,2;105,4;92,7;96,0;162,5;133,6;147,0;138,0;154,2;143,2;123,5;123,6;86,9;111,3
;május;211,7;114,5;122,1;132,2;106,3;86,8;106,5;166,3;152,2;142,7;117,5;134,5;158,1;151,9;127,9;83,1;112,1
;június;227,2;109,1;118,7;113,5;100,5;86,2;94,6;151,4;131,8;132,1;115,8;146,3;147,4;135,4;119,4;73,9;103,2
;július;229,0;116,9;97,9;126,5;118,3;80,6;92,7;162,5;153,2;123,3;129,7;145,7;165,4;132,6;129,1;80,7;111,8
;augusztus;212,4;110,2;94,0;114,6;94,3;80,7;73,5;147,4;125,1;131,1;120,5;158,8;98,1;125,7;112,6;74,6;99,3
;szeptember;228,3;116,2;114,2;128,1;101,0;83,3;99,2;165,0;144,9;141,9;128,6;146,5;146,6;145,4;126,0;74,5;107,6
;október;230,0;120,9;119,7;137,5;108,8;84,7;122,7;183,5;146,5;142,8;157,3;140,3;148,3;154,9;132,1;93,2;119,1
;november;188,8;116,0;116,6;130,5;111,0;74,4;89,6;163,7;139,4;143,7;152,0;151,2;156,1;166,4;128,1;107,6;121,2
;december;171,7;112,0;102,8;116,1;99,8;73,6;110,6;117,3;113,9;122,8;143,7;202,5;135,7;236,4;119,6;130,8;124,6
2020.;január;112,3;106,4;96,0;103,6;89,2;81,0;115,8;113,0;104,6;114,4;130,6;105,7;130,9;84,5;103,8;136,8;117,6
;február;137,9;105,6;102,2;106,0;105,9;83,0;94,1;131,1;118,5;130,8;140,2;121,3;138,2;108,6;111,9;115,9;114,4
;március;157,7;125,3;118,9;123,9;100,3;91,1;122,8;153,4;132,5;144,9;138,3;137,4;115,1;119,4;122,4;111,3;119,0
;április;156,2;96,1;97,2;110,5;90,1;71,7;100,8;134,3;105,5;96,0;118,9;105,3;30,2;104,5;93,1;90,0;92,0
;május;167,5;101,1;103,0;101,2;96,7;63,3;81,3;130,3;108,9;81,9;108,9;113,1;77,4;106,2;97,6;82,8;92,2
;június;138,5;108,3;115,8;113,5;95,0;69,4;95,2;132,4;114,5;117,3;113,5;120,3;119,7;107,4;107,7;80,0;97,1
;július;150,3;116,9;105,9;112,3;105,0;76,6;100,7;141,5;115,4;123,7;135,7;118,0;129,8;109,7;114,6;84,0;103,0
;augusztus;135,2;108,0;98,7;104,4;95,0;74,2;78,0;123,1;106,9;110,3;107,9;110,8;117,7;120,1;105,6;78,6;95,5
;szeptember;155,8;116,9;110,9;126,9;86,1;85,6;101,8;151,7;137,0;157,7;192,8;137,1;160,9;140,7;124,8;85,4;110,0
;október;144,0;115,1;114,3;127,8;98,0;85,8;123,0;144,6;133,1;163,8;125,9;125,8;161,6;149,0;123,3;104,7;116,6
;november;151,6;114,1;109,6;130,0;104,4;80,6;115,9;146,5;133,8;158,7;164,9;141,9;147,9;151,2;124,1;123,4;123,8
;december;152,4;115,9;99,1;109,2;102,2;75,6;100,4;108,6;120,7;153,4;138,6;193,8;126,9;206,2;118,0;137,6;125,7
2021.;január;93,4;99,5;72,8;95,6;73,8;79,2;108,3;108,6;107,7;184,9;117,2;105,2;92,3;76,1;95,7;141,4;113,6
;február;107,4;101,7;88,4;114,3;94,1;81,3;107,3;128,2;130,2;156,9;138,4;109,1;138,3;97,5;110,6;126,6;117,0
;március;160,4;126,8;103,2;135,4;99,8;98,1;121,7;163,5;150,7;174,5;168,7;152,0;148,9;127,7;132,4;126,1;130,6
;április;160,2;108,2;109,2;131,5;112,6;84,6;115,8;155,0;133,3;160,3;147,6;125,6;116,2;119,8;118,1;106,4;113,7
;május;161,1;114,8;108,0;136,3;117,5;80,8;108,9;157,4;148,5;156,1;156,0;142,7;130,4;124,1;124,2;94,9;113,2
;június;182,3;122,3;125,7;138,9;141,2;80,7;97,9;170,7;168,4;216,6;163,8;180,9;131,8;134,5;137,0;92,0;120,1
;július;184,5;121,2;111,6;119,9;127,1;77,2;96,5;158,6;141,5;205,1;148,6;156,7;131,5;133,2;128,0;91,3;114,2
;augusztus;181,6;118,4;107,9;119,7;114,4;91,1;85,7;153,1;139,2;155,0;140,9;142,0;92,0;127,3;121,2;89,3;109,5
;szeptember;179,0;127,3;106,8;127,4;102,9;66,7;111,1;166,6;161,1;232,1;167,4;152,5;117,8;145,7;129,9;93,1;116,2
;október;175,9;122,6;106,5;128,0;123,1;95,7;108,7;165,9;158,9;183,3;135,2;152,8;110,5;151,4;132,3;111,1;124,8
;november;187,1;130,6;112,8;130,2;122,8;94,8;131,1;172,2;161,3;155,6;149,7;154,9;123,2;171,0;137,5;119,5;130,3
;december;169,5;128,5;114,2;113,2;122,3;95,7;132,0;128,2;146,9;222,2;157,5;200,5;95,5;214,5;131,6;147,0;137,6
2022.;január;117,3;107,6;72,2;111,4;103,0;88,0;101,8;123,7;124,1;169,9;128,5;135,2;102,1;91,5;110,3;133,2;118,9
;február;133,1;108,6;92,8;110,6;126,5;84,1;87,0;137,2;143,0;225,4;140,7;151,7;138,9;109,4;122,0;120,3;121,3
;március;178,3;133,2;115,4;138,3;166,4;112,4;111,0;165,8;163,5;177,7;187,1;177,0;129,4;150,1;149,7;140,9;146,9
;április;151,1;118,2;95,7;125,2;138,3;89,4;103,4;163,2;140,0;157,2;174,4;169,5;112,7;120,2;127,6;133,6;130,3
;május;184,6;124,8;119,4;135,7;122,6;91,0;99,5;179,2;154,5;206,5;194,6;202,2;129,7;142,4;134,9;107,5;124,8
;június;196,3;130,7;106,7;128,2;150,8;85,9;99,7;159,2;155,5;227,3;173,3;189,0;132,4;139,1;138,7;107,0;127,1
;július;193,6;115,6;77,8;116,6;126,7;74,3;90,0;142,1;133,6;192,6;175,4;167,1;124,3;115,1;122,6;109,3;119,3
;augusztus;231,0;126,2;82,3;121,5;108,0;69,3;90,7;145,7;144,2;213,4;175,5;191,4;108,1;130,9;123,3;99,0;116,8
;szeptember;177,1;122,1;106,9;122,8;77,1;75,1;114,9;153,4;158,4;191,2;202,6;241,4;138,4;148,0;126,1;105,7;121,9
;október;170,2;119,4;87,2;118,4;92,5;58,5;128,7;146,7;149,3;178,2;206,4;199,2;131,1;141,1;120,3;112,3;119,6
;november;;;;;;;;;;;;;;;;;
;december;;;;;;;;;;;;;;;;;
